meal_id;type;dt;price
1900;mexican;2013-12-13;12
1901;mexican;2013-12-14;13
1902;french;2013-12-14;8
1903;italian;2013-12-14;12
1904;mexican;2013-12-14;8
1905;italian;2013-12-15;16
1906;italian;2013-12-15;15
1907;italian;2013-12-15;14
1908;japanese;2013-12-15;8
1909;mexican;2013-12-16;8
1910;mexican;2013-12-16;9
1911;vietnamese;2013-12-17;11
1912;chinese;2013-12-17;8
1913;japanese;2013-12-17;9
1914;french;2013-12-17;10
1915;french;2013-12-18;15
1916;french;2013-12-19;13
1917;french;2013-12-19;12
1918;chinese;2013-12-19;6
1919;vietnamese;2013-12-19;6
1920;vietnamese;2013-12-19;11
1921;italian;2013-12-19;15
1922;italian;2013-12-19;16
1923;chinese;2013-12-20;12
1924;mexican;2013-12-21;12
1925;italian;2013-12-21;13
1926;italian;2013-12-21;14
1927;italian;2013-12-21;7
1928;italian;2013-12-21;13
1929;italian;2013-12-21;14
1930;italian;2013-12-21;9
1931;japanese;2013-12-21;11
1932;chinese;2013-12-21;6
1933;french;2013-12-22;10
1934;japanese;2013-12-22;7
1935;italian;2013-12-22;12
1936;japanese;2013-12-22;13
1937;chinese;2013-12-22;6
1938;mexican;2013-12-22;7
1939;italian;2013-12-22;8
1940;french;2013-12-22;11
1941;italian;2013-12-22;14
1942;vietnamese;2013-12-23;7
1943;italian;2013-12-23;9
1944;italian;2013-12-23;11
1945;italian;2013-12-23;16
1946;vietnamese;2013-12-23;12
1947;italian;2013-12-23;15
1948;chinese;2013-12-23;8
1949;french;2013-12-23;12
1950;italian;2013-12-23;11
1951;vietnamese;2013-12-23;10
1952;french;2013-12-24;16
1953;french;2013-12-24;10
1954;french;2013-12-24;7
1955;french;2013-12-24;10
1956;french;2013-12-25;7
1957;chinese;2013-12-25;6
1958;french;2013-12-25;12
1959;mexican;2013-12-25;9
1960;mexican;2013-12-25;8
1961;french;2013-12-25;10
1962;italian;2013-12-25;7
1963;chinese;2013-12-25;11
1964;french;2013-12-25;15
1965;french;2013-12-25;11
1966;french;2013-12-26;9
1967;japanese;2013-12-26;9
1968;mexican;2013-12-27;13
1969;french;2013-12-27;9
1970;vietnamese;2013-12-27;6
1971;mexican;2013-12-27;12
1972;italian;2013-12-27;16
1973;french;2013-12-27;10
1974;chinese;2013-12-27;10
1975;mexican;2013-12-28;7
1976;french;2013-12-28;8
1977;italian;2013-12-29;10
1978;italian;2013-12-29;10
1979;italian;2013-12-29;9
1980;italian;2013-12-29;9
1981;italian;2013-12-29;14
1982;japanese;2013-12-30;10
1983;italian;2013-12-30;9
1984;vietnamese;2013-12-30;7
1985;italian;2013-12-30;15
1986;french;2013-12-30;11
1987;italian;2013-12-31;15
1988;japanese;2013-12-31;13
1989;japanese;2013-12-31;9
1990;chinese;2013-12-31;11
1991;mexican;2013-12-31;11
1992;italian;2013-12-31;14
1993;vietnamese;2013-12-31;11
